id,anthropic/claude-3-opus-20240229_score,anthropic/claude-3-opus-20240229_pass_to_pass_pass_rate,anthropic/claude-3-opus-20240229_fail_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_score,anthropic/claude-3-sonnet-20240229_pass_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_score,anthropic/claude-3-5-sonnet-20240620_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_score,anthropic/claude-3-5-sonnet-20241022_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_fail_to_pass_pass_rate,openai/gpt4o-2024-08-06_score,openai/gpt4o-2024-08-06_pass_to_pass_pass_rate,openai/gpt4o-2024-08-06_fail_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_score,openai/gpt-4o-mini-2024-07-18_pass_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_fail_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_score,openai/gpt-4-turbo-2024-04-09_pass_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_fail_to_pass_pass_rate,difficulty,size_in_gb,environment
django__django-13033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13089,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13112,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13121,0.0,1.0,,0.0,1.0,,0.0,0.8690476190476191,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.994011976047904,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13128,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1-4 hours,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13158,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13195,0.0,1.0,0.0,0.0,0.9973821989528796,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9973821989528796,1.0,0.0,1.0,0.2,0.0,0.9973821989528796,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13212,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1-4 hours,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13279,0.0,1.0,0.0,0.0,1.0,,0.0,0.9739884393063584,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13297,0.0,0.9807692307692308,1.0,0.0,1.0,,0.0,0.9807692307692308,1.0,0.0,0.9807692307692308,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13315,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13343,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.9846153846153848,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13344,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13346,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13363,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9921875,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13449,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1-4 hours,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13512,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13513,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13516,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13568,0.0,1.0,,0.0,1.0,0.0,0.0,0.9230769230769232,0.0,0.0,0.9230769230769232,1.0,0.0,0.9230769230769232,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13569,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9803921568627452,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13590,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13670,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13741,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13786,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9696969696969696,0.0,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13794,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.875,0.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13807,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13809,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9918367346938776,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.85,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-13810,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13820,0.0,0.9166666666666666,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15 min - 1 hour,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13821,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13837,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.9649122807017544,0.0,1-4 hours,2.76,sweb.env.x86_64.e83e37f52c09532c62acfb:latest
django__django-13925,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.85,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-13933,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,<15 min fix,2.85,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-13964,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14011,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14017,0.0,1.0,,0.0,1.0,,0.0,0.9863945578231292,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14034,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14053,0.0,0.9032258064516128,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14122,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14140,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14155,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14170,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.881578947368421,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14238,0.0,0.9743589743589745,0.0,0.0,0.9743589743589745,0.0,1.0,1.0,1.0,0.0,0.9743589743589745,0.0,0.0,0.9743589743589745,0.0,0.0,0.0,0.0,0.0,0.972972972972973,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14311,0.0,0.9491525423728814,1.0,0.0,1.0,0.0,0.0,0.9491525423728814,0.0,0.0,0.9491525423728814,1.0,0.0,0.9491525423728814,1.0,0.0,1.0,0.0,0.0,0.9491525423728814,1.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14315,0.0,,0.0,0.0,,0.0,0.0,,0.8181818181818182,0.0,,0.6363636363636364,0.0,,0.5,0.0,,0.6363636363636364,0.0,,0.5,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14349,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14351,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14376,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14500,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14534,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14539,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14559,0.0,0.9565217391304348,0.0,0.0,0.7777777777777778,0.0,1.0,1.0,1.0,0.0,0.8695652173913043,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14580,0.0,0.9591836734693876,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.979591836734694,0.0,0.0,0.0,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14608,1.0,1.0,1.0,0.0,0.9898477157360406,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9973333333333332,,0.0,0.8762886597938144,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4 hours,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14672,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.0,,0.9940476190476192,0.0,,0.0,1.0,,1.0,15 min - 1 hour,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14725,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-14752,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14765,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14771,0.0,0.9666666666666668,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-14787,0.0,1.0,0.0,0.0,0.8947368421052632,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-14792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.86,sweb.env.x86_64.297af196949a2a635bce66:latest
django__django-14915,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-14999,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9722222222222222,1.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15022,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.9821428571428572,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15037,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15098,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15103,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,15 min - 1 hour,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15104,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15127,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.88,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15128,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1-4 hours,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15161,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15252,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15268,0.0,0.9923076923076924,1.0,0.0,0.0,0.0,0.0,0.9692307692307692,1.0,0.0,0.84,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-4 hours,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15277,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<15 min fix,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15278,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15280,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15315,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15368,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,<15 min fix,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15375,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15380,0.0,0.7647058823529411,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,<15 min fix,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15382,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9565217391304348,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15467,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,<15 min fix,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15499,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<15 min fix,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15503,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.935897435897436,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9342105263157896,0.0,1-4 hours,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15525,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
django__django-15554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15 min - 1 hour,2.89,sweb.env.x86_64.934a137824256b612e9dc5:latest
