root@localhost:~# docker system df -v
Images space usage:

REPOSITORY                                          TAG       IMAGE ID       CREATED         SIZE      SHARED SIZE   UNIQUE SIZE   CONTAINERS
sweb.eval.x86_64.matplotlib__matplotlib-24637       latest    233a653a7116   9 days ago      7.33GB    7.328GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-24627       latest    e12afa1ce82f   9 days ago      7.33GB    7.327GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-24570       latest    07fd2e8d6027   9 days ago      7.33GB    7.327GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-24177       latest    1b77ed228da4   9 days ago      7.33GB    7.326GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-24149       latest    0d926ea936d6   9 days ago      7.33GB    7.326GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-24026       latest    f4c06b251a61   9 days ago      7.32GB    7.318GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-23476       latest    89696356c569   9 days ago      7.24GB    7.244GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-23412       latest    a4da6626b79a   9 days ago      7.24GB    7.244GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-23314       latest    958a9013460a   9 days ago      7.24GB    7.244GB       0B            1
sweb.eval.x86_64.matplotlib__matplotlib-22871       latest    a9d0291052df   9 days ago      7.24GB    7.244GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-23299       latest    550609a582f0   9 days ago      7.24GB    7.244GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-22865       latest    86c9bba4b5d1   9 days ago      7.24GB    7.244GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-21568       latest    ba72091b0396   9 days ago      4.92GB    4.918GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-22719       latest    c684804fcf21   9 days ago      7.25GB    7.245GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-20859       latest    91cb9f14429c   9 days ago      4.91GB    4.908GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-20826       latest    4f7b86e11fc6   9 days ago      4.91GB    4.908GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-20676       latest    2230adf39bff   9 days ago      4.91GB    4.908GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-20488       latest    b5e61cdd3207   9 days ago      4.91GB    4.906GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-14623       latest    707913cd4f41   9 days ago      4.47GB    4.469GB       0B            0
sweb.eval.x86_64.matplotlib__matplotlib-13989       latest    27e36984042f   9 days ago      3.71GB    3.713GB       0B            0
sweb.eval.x86_64.django__django-7530                latest    99a598895355   9 days ago      2.87GB    2.867GB       0B            0
sweb.eval.x86_64.django__django-9296                latest    ff6b515bc128   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-17087               latest    e5d520d66a48   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-17084               latest    c4dcc8beed75   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-17029               latest    1eba9dad5f95   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-16950               latest    4dd99517b0d3   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-16938               latest    75d6f95161a8   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-16877               latest    5eb0c457a45b   9 days ago      2.95GB    2.947GB       0B            0
sweb.eval.x86_64.django__django-16901               latest    2045629e876a   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-16899               latest    20215f933a87   9 days ago      2.95GB    2.947GB       0B            1
sweb.eval.x86_64.django__django-16801               latest    bb49e14d0522   9 days ago      2.95GB    2.947GB       0B            0
sweb.eval.x86_64.django__django-16819               latest    a03547aa513c   9 days ago      2.95GB    2.947GB       0B            0
sweb.eval.x86_64.django__django-16667               latest    3cc35900319e   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16662               latest    d4190455566a   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16661               latest    dbad564aaa05   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16612               latest    a8e180dd7a82   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16631               latest    6d1dfc3634d2   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16642               latest    b35ba27e8373   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16569               latest    e51c4dd52ecb   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16560               latest    b85201e15690   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16595               latest    6d7227bd5f54   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16527               latest    5dbe24b3aca0   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16502               latest    9cb518709067   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16454               latest    f8d2ae059124   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16493               latest    3f5f825fe173   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16485               latest    67ac586248e8   9 days ago      2.95GB    2.946GB       0B            0
sweb.eval.x86_64.django__django-16429               latest    56d8d6c60e74   9 days ago      2.89GB    2.887GB       0B            1
sweb.eval.x86_64.django__django-16263               latest    b16a1ee54b79   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16333               latest    2a362b531b59   9 days ago      2.89GB    2.887GB       0B            0
sweb.eval.x86_64.django__django-16315               latest    c91a8c02565d   9 days ago      2.89GB    2.887GB       0B            0
sweb.eval.x86_64.django__django-16256               latest    b8853f151953   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16145               latest    e8454845c1e7   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16255               latest    05491d904cbc   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16139               latest    5fef0f947f6f   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16136               latest    22749f0e3d76   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16116               latest    80e48fc8f9ec   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16100               latest    e55db705070b   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16082               latest    e5d45f77c295   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-16032               latest    32129d670759   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15987               latest    9a0246b0d91d   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15973               latest    15983e12eeb2   9 days ago      2.89GB    2.886GB       0B            1
sweb.eval.x86_64.django__django-15957               latest    c565495c4ec4   9 days ago      2.89GB    2.887GB       0B            0
sweb.eval.x86_64.django__django-15930               latest    cd006d5e13b6   9 days ago      2.89GB    2.887GB       0B            0
sweb.eval.x86_64.django__django-15863               latest    322309cbe7a0   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15851               latest    ada122581ee4   9 days ago      2.89GB    2.887GB       0B            0
sweb.eval.x86_64.django__django-15916               latest    9aabf9d442e2   9 days ago      2.89GB    2.887GB       0B            0
sweb.eval.x86_64.django__django-15814               latest    f55ea13e83b9   9 days ago      2.89GB    2.887GB       0B            1
sweb.eval.x86_64.django__django-15741               latest    6534e739687e   9 days ago      2.89GB    2.886GB       0B            1
sweb.eval.x86_64.django__django-15731               latest    c7099ee215e3   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15732               latest    a74269a534a8   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15695               latest    5f7cf1f4ace7   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15629               latest    ea3bda754898   9 days ago      2.89GB    2.886GB       0B            1
sweb.eval.x86_64.django__django-15569               latest    0cee9e18c8c5   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15572               latest    7ce2a0064ad7   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15563               latest    1475e95b3f14   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15561               latest    797887dc39a8   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15554               latest    41d41f876745   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15525               latest    b0422149329a   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15503               latest    76fff24fa44f   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15499               latest    248ca081b954   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15467               latest    d0673f4dd07c   9 days ago      2.89GB    2.886GB       0B            0
sweb.eval.x86_64.django__django-15382               latest    7d70a4efd5e6   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15380               latest    1f7180fc03c9   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15375               latest    adaa79ba2e58   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15315               latest    bda6749cf04c   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15368               latest    41674a45410f   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15280               latest    af55b27829f0   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15278               latest    ab1394389abc   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15268               latest    864be635a7c2   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15252               latest    eb051c5c0438   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15277               latest    76a321529679   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15161               latest    1605a4702263   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15128               latest    d3edda788fc4   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15104               latest    00db69c7c1ba   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15127               latest    0ff3e89bfdf1   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15103               latest    030265846ed3   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15098               latest    bf096524459c   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15037               latest    37e3847651e1   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-15022               latest    9d3a630fc993   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-14999               latest    8f66dee2ec56   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-14915               latest    436249d7fefc   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-14855               latest    c0bd81557050   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14792               latest    27e4cb358b75   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14787               latest    254090d47cf6   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-14771               latest    2053a0f397b0   9 days ago      2.88GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-14765               latest    ad118942bb94   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14752               latest    55c536f7e5b6   9 days ago      2.86GB    2.856GB       0B            1
sweb.eval.x86_64.django__django-14725               latest    b8f72bf30a62   9 days ago      2.89GB    2.885GB       0B            0
sweb.eval.x86_64.django__django-14672               latest    f67e74dec2d9   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14608               latest    af44556a19ae   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14631               latest    f7170f5cb065   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14580               latest    0d9396fb6600   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14559               latest    f4ba498ed4ee   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14539               latest    e3167887123a   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14534               latest    18b97d79340a   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14500               latest    2c1655090f83   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14493               latest    970e27e5225f   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14434               latest    d06a8967e244   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14404               latest    a3fb08dc2420   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14376               latest    6bf3e8ecce1e   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14373               latest    d73adaa3b238   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14351               latest    53f018ce11c8   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14349               latest    6d08bd8cb421   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14315               latest    efd7e4ae9a90   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14311               latest    0fc2fb99c96d   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14238               latest    43fedc7ea2c5   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14170               latest    b6cf28043348   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14155               latest    9243050dde57   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14140               latest    a26a323c0106   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14122               latest    ceda224afb6f   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14089               latest    5eb857d468d8   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14053               latest    ea40983073f8   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14034               latest    2a1c6958aaf3   9 days ago      2.86GB    2.856GB       0B            0
sweb.eval.x86_64.django__django-14017               latest    66a155b43701   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14011               latest    9cab7c8f7fb7   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-14007               latest    4667419ebcec   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-13964               latest    d1c2288e77b3   9 days ago      2.86GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-13933               latest    e57e0552e204   9 days ago      2.85GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-13925               latest    6d05963d5e42   9 days ago      2.85GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-13837               latest    83273594cb4b   9 days ago      2.76GB    2.765GB       0B            0
sweb.eval.x86_64.django__django-13821               latest    736cb16c4d03   9 days ago      2.76GB    2.765GB       0B            0
sweb.eval.x86_64.django__django-13820               latest    0d28b5effe08   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13810               latest    eff43bd047b9   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13809               latest    6900ffc35621   9 days ago      2.85GB    2.855GB       0B            0
sweb.eval.x86_64.django__django-13807               latest    e18d8138de48   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13794               latest    cb92cb52ac6b   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13786               latest    da85fb4c77c0   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13741               latest    c55109350197   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13670               latest    115fc07baea4   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13590               latest    e4eb3369967b   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13658               latest    ad28324bd373   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13569               latest    0f0e210d0b99   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13568               latest    b4fbf5e3ee3a   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13551               latest    4595b1fccd41   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13516               latest    b7b25dc946bb   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13513               latest    863d6c76dbb9   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13512               latest    bfc1ff6ef02e   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13449               latest    3fa22de347fc   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13417               latest    9aa5d8fc95b2   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13410               latest    adaf405171a4   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13406               latest    19dfebf53c0d   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13401               latest    ee9dd5426113   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13363               latest    734267e6f48f   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13346               latest    919aaa260afa   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13344               latest    957806b85871   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13343               latest    3b03c188d4b8   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13315               latest    6cdcd5fbc2ec   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13279               latest    e5e8a36c8c46   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13297               latest    2ac5d5beeec5   9 days ago      2.76GB    2.764GB       0B            0
sweb.eval.x86_64.django__django-13212               latest    738b806feb80   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13195               latest    ce7d9505689b   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13128               latest    297484d1d0ea   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13158               latest    6136087a2573   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13121               latest    6fc34f45e6ee   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13112               latest    e099370ae8ab   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13089               latest    502af2209ead   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13109               latest    5742e79c4de6   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13033               latest    7b3ce64a17e6   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13028               latest    04ea2ccaa4ae   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13012               latest    5cccdfe560a2   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-13023               latest    b26ff5c53d2a   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-12965               latest    cbda4009d681   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-12858               latest    e01b6751e7b1   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12774               latest    c6256dcf0b73   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12754               latest    a22a5db5dbf2   9 days ago      2.76GB    2.763GB       0B            0
sweb.eval.x86_64.django__django-12741               latest    b77e9f638412   9 days ago      2.76GB    2.761GB       0B            1
sweb.eval.x86_64.django__django-12713               latest    511471ef4b8e   9 days ago      2.76GB    2.761GB       0B            1
sweb.eval.x86_64.django__django-12708               latest    324d1d108053   9 days ago      2.76GB    2.761GB       0B            2
sweb.eval.x86_64.django__django-12663               latest    2a615a08a3a2   9 days ago      2.76GB    2.761GB       0B            1
sweb.eval.x86_64.django__django-12419               latest    9ed7f136f301   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12406               latest    419433cbbca3   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12325               latest    81958d6e4649   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12308               latest    7ccd1b5ffd32   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12304               latest    396d9c793003   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12276               latest    f1113ae3d615   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12273               latest    11b419ee6475   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12262               latest    54b5f4c97704   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12209               latest    bc0c2f62b6d3   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12193               latest    62d513665d4c   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-12155               latest    67ceb977e7cb   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12143               latest    f8851a7031e8   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12125               latest    1d929ca9460c   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12050               latest    857e419ee1df   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-12039               latest    57f1641bf2d4   9 days ago      2.76GB    2.761GB       0B            0
sweb.eval.x86_64.django__django-11999               latest    99b564dc6644   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11964               latest    595ca599d48b   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11951               latest    d4d10d5f14a3   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11885               latest    884aab584beb   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11880               latest    2b2194e7964f   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11848               latest    6e98a2338b2c   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11820               latest    edec785d1188   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11815               latest    8f7b42ab8273   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11790               latest    39ce5b7d32df   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11749               latest    dcc36ad21983   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11740               latest    f66c5e973bee   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11734               latest    2e76836f341e   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11728               latest    a6dfa94d9ae9   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11603               latest    1cfb835fb980   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11555               latest    2fe16b322c5f   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11551               latest    2eabee368ee2   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11532               latest    36607ec2ad08   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11490               latest    aa11aef3d23a   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11477               latest    1fcd418e9d7c   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11451               latest    b65137074b66   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11433               latest    9014160b3578   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11400               latest    eb1b1ff77767   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11333               latest    9cc71d7fd4f4   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11299               latest    123eb6565eb3   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11292               latest    96b0b539ef44   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11276               latest    a8df581ac41e   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11265               latest    aa52e37b01b4   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11239               latest    bda86a30c079   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11211               latest    4d9aa4fa1952   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11206               latest    b5a2d7135caf   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11179               latest    d0bc53af185c   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11163               latest    edde15fbdf69   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11149               latest    fbcfd5ff7462   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11141               latest    bbe3bd398d94   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11138               latest    8ee82416cb45   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11133               latest    3c0a5f55f3f1   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11119               latest    a6a48f52242c   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11099               latest    cab700bdc07c   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11095               latest    37fed72ff4c7   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11087               latest    7d8bab58e6ec   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-11066               latest    9978a50f52eb   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.astropy__astropy-8872              latest    0c83dbff3361   9 days ago      2.85GB    2.851GB       0B            0
sweb.eval.x86_64.astropy__astropy-8707              latest    7cc68488b0e1   9 days ago      2.85GB    2.851GB       0B            0
sweb.eval.x86_64.django__django-10999               latest    249230607994   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-10973               latest    2e6039970a58   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-10914               latest    372fdaecb7b1   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-10880               latest    b32b3e7e1b17   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.django__django-10097               latest    d5d9befd0dc9   9 days ago      2.87GB    2.872GB       0B            0
sweb.eval.x86_64.django__django-10554               latest    b0cdf2f4d84b   9 days ago      2.76GB    2.76GB        0B            0
sweb.eval.x86_64.astropy__astropy-7671              latest    aef8c8bfbe0f   9 days ago      2.71GB    2.706GB       0B            0
