id,together/Qwen/Qwen2.5-Coder-32B-Instruct_score,together/Qwen/Qwen2.5-Coder-32B-Instruct_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-Coder-32B-Instruct_fail_to_pass_pass_rate,together/Qwen/Qwen2.5-7B-Instruct-Turbo_score,together/Qwen/Qwen2.5-7B-Instruct-Turbo_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-7B-Instruct-Turbo_fail_to_pass_pass_rate,anthropic/claude-3-opus-20240229_score,anthropic/claude-3-opus-20240229_pass_to_pass_pass_rate,anthropic/claude-3-opus-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_score,anthropic/claude-3-5-sonnet-20240620_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_fail_to_pass_pass_rate,openai/gpt-3.5-turbo-0125_score,openai/gpt-3.5-turbo-0125_pass_to_pass_pass_rate,openai/gpt-3.5-turbo-0125_fail_to_pass_pass_rate,openai/gpt4o-2024-08-06_score,openai/gpt4o-2024-08-06_pass_to_pass_pass_rate,openai/gpt4o-2024-08-06_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_fail_to_pass_pass_rate,together/Qwen/Qwen2.5-72B-Instruct-Turbo_score,together/Qwen/Qwen2.5-72B-Instruct-Turbo_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-72B-Instruct-Turbo_fail_to_pass_pass_rate,anthropic/claude-2.1_score,anthropic/claude-2.1_pass_to_pass_pass_rate,anthropic/claude-2.1_fail_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_score,anthropic/claude-3-sonnet-20240229_pass_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_score,anthropic/claude-3-5-sonnet-20241022_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_fail_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_score,openai/gpt-4o-mini-2024-07-18_pass_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_fail_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_score,openai/gpt-4-turbo-2024-04-09_pass_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_fail_to_pass_pass_rate,openai/o1-2024-12-17_score,openai/o1-2024-12-17_pass_to_pass_pass_rate,openai/o1-2024-12-17_fail_to_pass_pass_rate
django__django-11551,1.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9831932773109243,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9915966386554622,1.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-11555,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,
django__django-11603,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-11728,0.0,0.0,0.0,,,,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.6666666666666666,0.0,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.9772727272727273,0.5,0.0,0.8863636363636364,0.5
django__django-11734,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-11740,0.0,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8476190476190476,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-11749,0.0,1.0,,,,,0.0,0.9090909090909091,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-11790,1.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0
django__django-11815,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0
django__django-11820,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.8305084745762712,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
django__django-11848,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0
django__django-11880,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-11885,0.0,1.0,0.0,,,,0.0,0.3333333333333333,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0
django__django-11951,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-11964,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-11999,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-12039,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-12050,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-12125,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.9777777777777777,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-12143,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9230769230769231,0.0
django__django-12155,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-12193,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-12209,0.0,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
django__django-12262,0.0,1.0,0.0,,,,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0
django__django-12273,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-12276,1.0,1.0,1.0,,,,0.0,0.9743589743589743,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9743589743589743,1.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-12304,0.0,1.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-12308,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-12325,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-12406,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9393939393939394,0.3333333333333333
django__django-12419,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,0.0,,0.0,1.0,,1.0,1.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,1.0,,1.0
django__django-12663,0.0,0.0,0.0,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-12708,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,
django__django-12713,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9482758620689655,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-12741,1.0,1.0,1.0,,,,0.0,0.9552238805970149,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,0.9552238805970149,1.0,0.0,0.9552238805970149,,0.0,0.9552238805970149,1.0,0.0,0.0,0.0,0.0,0.9552238805970149,
django__django-12754,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-12774,0.0,1.0,,,,,0.0,1.0,,0.0,0.9512195121951219,,0.0,1.0,,0.0,0.9512195121951219,,0.0,0.9512195121951219,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.9512195121951219,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.9512195121951219,
django__django-12858,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.958904109589041,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-12965,0.0,1.0,,,,,0.0,1.0,0.0,0.0,0.9607843137254902,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13012,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
django__django-13023,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-13028,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,
django__django-13033,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13089,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0
django__django-13109,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-13112,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-13121,0.0,1.0,,,,,0.0,1.0,,0.0,0.8690476190476191,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.9940119760479041,0.0,0.0,1.0,,0.0,0.9940119760479041,
django__django-13128,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-13158,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13195,0.0,0.9973821989528796,0.6666666666666666,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9973821989528796,1.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9973821989528796,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.9973821989528796,1.0,0.0,0.0,0.0,0.0,0.9973821989528796,1.0
django__django-13212,0.0,1.0,0.2,,,,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.2
django__django-13279,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.9739884393063584,,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
django__django-13297,0.0,1.0,,,,,0.0,0.9807692307692307,1.0,0.0,0.9807692307692307,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.9807692307692307,,0.0,1.0,,0.0,1.0,,0.0,0.9807692307692307,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-13315,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13343,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.9846153846153847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-13344,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13346,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-13363,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
django__django-13401,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-13406,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-13410,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-13417,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9921875,1.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-13449,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,
django__django-13512,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13513,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13516,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13551,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
